show_id,title,StreamR,listed_in,date_added,release_year,country,Family, Classic, Comedies, Cult,Documentaries, Dramas,Spirituality, Horror,Independent, International, LGBTQ,Musicals, Romantic, Sci_Fi, Sports, Stand_Up_Comedy, Thrillers
81021528,The World Is Yours,Movie,"Action & Adventure, Comedies, International Movies",11/30/2018,2018,France,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80991809,Time Share,Movie,"Dramas, Independent Movies, International Movies",11/30/2018,2018,"Mexico, Netherlands",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80097475,When Two Worlds Collide,Movie,"Documentaries, International Movies",11/30/2016,2016,"Peru, United States, United Kingdom",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70117294,Takers,Movie,Action & Adventure,11/3/2019,2010,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70117582,Hoodwinked Too! Hood vs. Evil,Movie,"Children & Family Movies, Comedies",11/3/2018,2011,United States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81082007,Atlantics,Movie,"Dramas, Independent Movies, International Movies",11/29/2019,2019,"France, Senegal, Belgium",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81172754,Crazy people,Movie,"Comedies, International Movies, Thrillers",11/29/2019,2018,Nigeria,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81120982,I Lost My Body,Movie,"Dramas, Independent Movies, International Movies",11/29/2019,2019,France,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81227195,Kalushi: The Story of Solomon Mahlangu,Movie,"Dramas, International Movies",11/29/2019,2016,South Africa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81172841,Lagos Real Fake Life,Movie,"Comedies, International Movies",11/29/2019,2018,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81172899,Payday,Movie,"Comedies, Independent Movies, International Movies",11/29/2019,2018,Nigeria,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81172908,The Accidental Spy,Movie,"Action & Adventure, Comedies, International Movies",11/29/2019,2017,Nigeria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81172901,The Island,Movie,"Dramas, International Movies, Thrillers",11/29/2019,2018,Nigeria,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81033086,Holiday Rush,Movie,"Children & Family Movies, Dramas",11/28/2019,2019,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60020826,The Score,Movie,"Dramas, Thrillers",11/28/2019,2001,"Germany, Canada, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80226242,Brotherhood of Blades II: The Infernal Battlefield,Movie,"Action & Adventure, International Movies",11/28/2018,2017,China,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70101696,Defiance,Movie,"Action & Adventure, Dramas",11/27/2019,2008,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81194544,Evvarikee Cheppoddu,Movie,"Comedies, International Movies, Romantic Movies",11/27/2019,2019,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80995081,Little Singham: Mahabali,Movie,"Children & Family Movies, Comedies",11/27/2019,2019,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81177504,The Body Remembers When the World Broke Open,Movie,"Dramas, Independent Movies",11/27/2019,2019,"Canada, Norway",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80175798,The Irishman,Movie,Dramas,11/27/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80239961,Operation Red Sea,Movie,"Action & Adventure, International Movies",11/27/2018,2018,"China, Morocco, Hong Kong",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80219019,Poster Boys,Movie,"Comedies, International Movies",11/27/2017,2017,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81062293,Mike Birbiglia: The New One,Movie,Stand-Up Comedy,11/26/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80235524,Super Monsters Save Christmas,Movie,Children & Family Movies,11/26/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81035121,True: Winter Wishes,Movie,Movies,11/26/2019,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81215481,Pranaam,Movie,"Action & Adventure, Dramas, International Movies",11/25/2019,2019,India,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81005044,What the F* Is Going On?,Movie,"Documentaries, International Movies",11/25/2019,2019,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80147529,Harold and Lillian: A Hollywood Love Story,Movie,Documentaries,11/25/2018,2015,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81018860,My Little Pony Friendship Is Magic: Best Gift Ever,Movie,Children & Family Movies,11/25/2018,2018,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80217495,PerÃº: Tesoro escondido,Movie,"Documentaries, International Movies",11/25/2017,2017,Uruguay,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80141787,Beauties of the Night,Movie,"Documentaries, International Movies",11/25/2016,2016,Mexico,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80049871,Michael Che Matters,Movie,Stand-Up Comedy,11/25/2016,2016,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81218079,Awake,Movie,Thrillers,11/24/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60028294,Popeye,Movie,"Action & Adventure, Children & Family Movies, Comedies",11/24/2019,1980,United States,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80125671,Shot Caller,Movie,"Dramas, Thrillers",11/24/2019,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80174220,Bushwick,Movie,"Action & Adventure, Independent Movies",11/24/2017,2017,United States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80126449,Cuba and the Cameraman,Movie,Documentaries,11/24/2017,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103512,The Girl from the Song,Movie,"Dramas, Independent Movies, International Movies",11/24/2017,2016,Spain,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60020948,Charlotte's Web,Movie,"Children & Family Movies, Classic Movies",11/23/2019,1973,United States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70235384,End of Watch,Movie,Action & Adventure,11/23/2019,2012,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569355,Hamburger Hill,Movie,"Action & Adventure, Dramas",11/23/2019,1987,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60022645,The Time Machine,Movie,"Action & Adventure, Sci-Fi & Fantasy",11/23/2019,2002,"United States, United Arab Emirates",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80196379,Deep,Movie,"Children & Family Movies, Comedies",11/23/2017,2017,"Spain, Belgium, Switzerland, United States, China, United Kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80198859,Brother,Movie,"Dramas, Independent Movies, International Movies",11/22/2019,2019,France,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80159876,Girls und Panzer der Film,Movie,"Action & Adventure, Anime Features, International Movies",11/22/2019,2015,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70091304,Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,Movie,Stand-Up Comedy,11/22/2019,2008,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81218074,Shelby American,Movie,"Documentaries, Sports Movies",11/22/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80199682,The Christmas Chronicles,Movie,"Children & Family Movies, Comedies",11/22/2018,2018,United States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80203522,Barbra: The Music ... The Mem'ries ... The Magic!,Movie,Music & Musicals,11/22/2017,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107037,Ludo,Movie,"Horror Movies, Independent Movies, International Movies",11/22/2016,2015,India,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80077402,Mercy,Movie,"Dramas, Thrillers",11/22/2016,2016,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80107219,The Land of Cards,Movie,"Dramas, Independent Movies, International Movies",11/22/2016,2012,India,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60023606,K-19: The Widowmaker,Movie,"Action & Adventure, Dramas",11/21/2019,2002,"United Kingdom, Germany, Canada, United States",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81026188,The Knight Before Christmas,Movie,"Children & Family Movies, Comedies, Romantic Movies",11/21/2019,2019,United States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80080109,De Palma,Movie,Documentaries,11/21/2018,2015,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80988835,The Tribe,Movie,"Comedies, International Movies",11/21/2018,2018,Spain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80208104,Beat Bugs: All Together Now,Movie,"Children & Family Movies, Music & Musicals",11/21/2017,2017,"Australia, Canada",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80134827,Brian Regan: Nunchucks and Flamethrowers,Movie,Stand-Up Comedy,11/21/2017,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80127558,Saving Capitalism,Movie,Documentaries,11/21/2017,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80158084,The Case for Christ,Movie,"Dramas, Faith & Spirituality",11/21/2017,2017,United States,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80124725,Carlos Ballarta: El amor es de putos,Movie,Stand-Up Comedy,11/21/2016,2016,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70267398,Adore,Movie,"Dramas, Independent Movies, International Movies",11/20/2019,2013,"Australia, France",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80108983,Be Somebody,Movie,"Comedies, Dramas, Romantic Movies",11/20/2019,2016,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
292118,Beavis and Butt-head Do America,Movie,"Comedies, Cult Movies",11/20/2019,1996,United States,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70003046,Bebe's Kids,Movie,Comedies,11/20/2019,1992,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80221584,"Bikram: Yogi, Guru, Predator",Movie,Documentaries,11/20/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70053833,Black Snake Moan,Movie,"Dramas, Independent Movies",11/20/2019,2007,United States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70122722,Carriers,Movie,"Horror Movies, Sci-Fi & Fantasy, Thrillers",11/20/2019,2009,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81217738,Dorasaani,Movie,"Dramas, International Movies, Romantic Movies",11/20/2019,2019,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80081990,Dream/Killer,Movie,Documentaries,11/20/2019,2015,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60004471,Evolution,Movie,"Comedies, Sci-Fi & Fantasy",11/20/2019,2001,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60022413,Eye for an Eye,Movie,"Dramas, Thrillers",11/20/2019,1996,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70058022,Hot Rod,Movie,"Comedies, Sports Movies",11/20/2019,2007,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60022502,It Takes Two,Movie,"Children & Family Movies, Comedies",11/20/2019,1995,United States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80244683,"Lorena, Light-Footed Woman",Movie,"Documentaries, International Movies, Sports Movies",11/20/2019,2019,Mexico,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80028357,"Love, Rosie",Movie,"Comedies, International Movies, Romantic Movies",11/20/2019,2014,"Germany, United Kingdom",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81217739,Mallesham,Movie,"Dramas, Independent Movies, International Movies",11/20/2019,2019,India,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60031884,Once Upon a Time in the West,Movie,"Action & Adventure, Classic Movies, International Movies",11/20/2019,1968,"Italy, United States",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70117289,She's Out of My League,Movie,"Comedies, Romantic Movies",11/20/2019,2010,United States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28631236,Superstar,Movie,Comedies,11/20/2019,1999,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70121502,The Adventures of Tintin,Movie,Children & Family Movies,11/20/2019,2011,"United States, New Zealand, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70215455,The Devil Inside,Movie,"Horror Movies, Thrillers",11/20/2019,2012,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
506464,The First Wives Club,Movie,Comedies,11/20/2019,1996,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60003508,The Gift,Movie,"Dramas, Thrillers",11/20/2019,2000,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70105132,"The Goods: Live Hard, Sell Hard",Movie,Comedies,11/20/2019,2009,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60004083,The Longest Yard,Movie,"Classic Movies, Comedies, Sports Movies",11/20/2019,1974,United States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70087538,The Love Guru,Movie,"Comedies, Sports Movies",11/20/2019,2008,"United Kingdom, Germany, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1181661,The Rainmaker,Movie,"Dramas, Thrillers",11/20/2019,1997,"United States, Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60011552,What's Eating Gilbert Grape,Movie,"Classic Movies, Dramas, Independent Movies",11/20/2019,1993,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70044693,World Trade Center,Movie,"Action & Adventure, Dramas",11/20/2019,2006,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70173046,Young Adult,Movie,"Comedies, Dramas, Independent Movies",11/20/2019,2011,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70039187,"Yours, Mine and Ours",Movie,"Children & Family Movies, Comedies",11/20/2019,2005,United States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70044686,Zodiac,Movie,"Cult Movies, Dramas, Thrillers",11/20/2019,2007,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80989043,Puppy Star Christmas,Movie,"Children & Family Movies, Comedies",11/20/2018,2018,United States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81021831,Sabrina,Movie,"Horror Movies, International Movies",11/20/2018,2018,Indonesia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81021832,Target,Movie,"Comedies, Horror Movies, International Movies",11/20/2018,2018,Indonesia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80239932,Trevor Noah: Son of Patricia,Movie,Stand-Up Comedy,11/20/2018,2018,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81215856,100 Things to do Before High School,Movie,Movies,11/2/2019,2014,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81214223,A Fairly Odd Summer,Movie,"Children & Family Movies, Comedies",11/2/2019,2014,United States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80027560,Big Time Movie,Movie,"Children & Family Movies, Comedies",11/2/2019,2012,"United States, Canada",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70135899,Don't Be Afraid of the Dark,Movie,Horror Movies,11/2/2019,2010,"United States, Australia, Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81215437,Escape from Mr. Lemoncelloâ€™s Library,Movie,Children & Family Movies,11/2/2019,2017,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81215438,Hey Arnold! The Jungle Movie,Movie,"Children & Family Movies, Comedies",11/2/2019,2017,"United States, South Korea, Japan",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81214187,Jinxed,Movie,"Children & Family Movies, Comedies",11/2/2019,2013,"United States, Canada",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80160987,LEGENDS OF THE HIDDEN TEMPLE,Movie,Children & Family Movies,11/2/2019,2016,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81215439,"Liar, Liar, Vampire",Movie,"Children & Family Movies, Comedies",11/2/2019,2015,United States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70178618,Shark Night,Movie,Horror Movies,11/2/2019,2011,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70292700,The Boy Who Cried Werewolf,Movie,"Children & Family Movies, Comedies",11/2/2019,2010,"United States, Canada",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81214214,The Massively Mixed-Up Middle School Mystery,Movie,"Children & Family Movies, Comedies",11/2/2019,2015,United States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81020531,Ana e VitÃ³ria,Movie,"Comedies, International Movies, LGBTQ Movies",11/2/2018,2018,Brazil,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80191051,ReMastered: Tricky Dick & The Man in Black,Movie,"Documentaries, Music & Musicals",11/2/2018,2018,United States,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80242446,The Holiday Calendar,Movie,"Dramas, Romantic Movies",11/2/2018,2018,United States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80085566,The Other Side of the Wind,Movie,"Dramas, Independent Movies",11/2/2018,2018,"France, Iran, United States",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80124722,Theyâ€™ll Love Me When Iâ€™m Dead,Movie,Documentaries,11/2/2018,2018,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70243696,Thorne: Scaredy Cat,Movie,"Dramas, International Movies",11/2/2016,2010,United Kingdom,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70243692,Thorne: Sleepyhead,Movie,"Dramas, International Movies",11/2/2016,2010,"United Kingdom, Australia, Canada, United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81073633,Iliza Shlesinger: Unveiled,Movie,Stand-Up Comedy,11/19/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70230138,Donald Glover: Weirdo,Movie,Stand-Up Comedy,11/19/2016,2012,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70083532,The Pixar Story,Movie,Documentaries,11/18/2018,2007,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80177865,The Prison,Movie,"Action & Adventure, Dramas, International Movies",11/18/2017,2017,South Korea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80117534,Colin Quinn: The New York Story,Movie,Stand-Up Comedy,11/18/2016,2016,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80115031,Divines,Movie,"Dramas, Independent Movies, International Movies",11/18/2016,2016,"France, Qatar",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80029708,Sour Grapes,Movie,Documentaries,11/18/2016,2016,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80079470,Naomi and Ely's No Kiss List,Movie,"Comedies, Dramas, LGBTQ Movies",11/18/2015,2015,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70127998,Splatter,Movie,Horror Movies,11/18/2009,2009,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80160759,A Christmas Prince,Movie,"Children & Family Movies, Dramas, Romantic Movies",11/17/2017,2017,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80209608,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Movie,Documentaries,11/17/2017,2017,"Canada, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80182622,Krish Trish and Baltiboy: Face Your Fears,Movie,Children & Family Movies,11/17/2017,2017,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80175694,Mudbound,Movie,"Dramas, Independent Movies",11/17/2017,2017,United States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80016471,Santa Claws,Movie,"Children & Family Movies, Comedies",11/17/2017,2014,United States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70189289,Drive,Movie,"Action & Adventure, Dramas, Independent Movies",11/16/2019,2011,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81132624,Iron Sky: The Coming Race,Movie,"Action & Adventure, Comedies, International Movies",11/16/2019,2019,"Finland, Germany, Belgium",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80013267,Jeff Dunham: All Over the Map,Movie,Stand-Up Comedy,11/16/2019,2014,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80046819,Suffragette,Movie,"Dramas, International Movies",11/16/2019,2015,"United Kingdom, France",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70293315,The Green Inferno,Movie,"Horror Movies, Independent Movies",11/16/2019,2013,"United States, Spain, Chile, Peru",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80177400,Cam,Movie,"Independent Movies, Thrillers",11/16/2018,2018,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81037898,Follow Me,Movie,"Documentaries, International Movies",11/16/2018,2017,"United Arab Emirates, United States, United Kingdom",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81004099,Nothing to Hide,Movie,"Comedies, Dramas, International Movies",11/16/2018,2018,"France, Belgium",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80200267,The Ballad of Buster Scruggs,Movie,"Comedies, Dramas",11/16/2018,2018,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80242926,The Princess Switch,Movie,"Children & Family Movies, Dramas, Romantic Movies",11/16/2018,2018,United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70113538,9,Movie,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",11/16/2017,2009,United States,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80244457,Earthquake Bird,Movie,"Dramas, Romantic Movies",11/15/2019,2019,United States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81196441,El sendero de la anaconda,Movie,"Documentaries, International Movies",11/15/2019,2019,Colombia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81162089,GO! The Unforgettable Party,Movie,"Children & Family Movies, Music & Musicals",11/15/2019,2019,Argentina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81217737,Guna 369,Movie,"Action & Adventure, Dramas, International Movies",11/15/2019,2019,India,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81076114,House Arrest,Movie,"Comedies, Independent Movies, International Movies",11/15/2019,2019,India,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80093820,K-on! the movie,Movie,Anime Features,11/15/2019,2011,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80183187,Klaus,Movie,"Children & Family Movies, Comedies",11/15/2019,2019,Spain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70124331,Leap Year,Movie,"Comedies, Romantic Movies",11/15/2019,2010,"United States, Ireland",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81217749,SunGanges,Movie,"Documentaries, International Movies",11/15/2019,2018,"India, United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80158800,The 24 Hour War,Movie,"Documentaries, Sports Movies",11/15/2019,2016,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70291121,The Garden of Words,Movie,"Anime Features, International Movies, Romantic Movies",11/15/2019,2013,Japan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81035105,Aalorukkam,Movie,"Dramas, Independent Movies, International Movies",11/15/2018,2018,India,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80224054,Christmas Wedding Planner,Movie,"Comedies, International Movies, Romantic Movies",11/15/2018,2017,Canada,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81038832,Halkaa,Movie,"Comedies, Dramas, Independent Movies",11/15/2018,2018,India,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81035109,Mala Kahich Problem Nahi,Movie,"Dramas, International Movies",11/15/2018,2017,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81030893,May the Devil Take You,Movie,"Horror Movies, International Movies",11/15/2018,2018,Indonesia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81035103,Muzaffarnagar Baaqi Hai,Movie,"Documentaries, International Movies",11/15/2018,2015,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81035104,Odu Raja Odu,Movie,"Comedies, International Movies",11/15/2018,2018,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80075824,Only the Dead,Movie,"Documentaries, International Movies",11/15/2018,2015,"Australia, Iraq",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81035108,Pimpal,Movie,"Dramas, Independent Movies, International Movies",11/15/2018,2017,India,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81035107,Savita Damodar Paranjpe,Movie,"Horror Movies, International Movies",11/15/2018,2018,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81028556,Shopkins: Chef Club,Movie,Movies,11/15/2018,2016,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81028574,Shopkins: Wild,Movie,Movies,11/15/2018,2018,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81028560,Shopkins: World Vacation,Movie,Movies,11/15/2018,2017,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80196044,The Crew,Movie,"Action & Adventure, International Movies",11/15/2018,2015,France,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80122177,The Giant,Movie,"Dramas, International Movies",11/15/2018,2017,Spain,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80136925,A Flying Jatt,Movie,"Action & Adventure, International Movies, Sci-Fi & Fantasy",11/15/2017,2016,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70040076,Lucky: No Time for Love,Movie,"Dramas, International Movies, Romantic Movies",11/15/2017,2005,India,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
